Date,Contract,Units,$Volume,LowPrice,HighPrice,AvgPrice,LastPrice
01/05/15,UDEM16_VS,0,0.000,0.000,0.000,,0.000
01/05/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/06/15,UDEM16_VS,0,0.000,0.000,0.000,,0.000
01/06/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/07/15,UDEM16_VS,0,0.000,0.000,0.000,,0.000
01/07/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/08/15,UDEM16_VS,0,0.000,0.000,0.000,,0.000
01/08/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/09/15,UDEM16_VS,0,0.000,0.000,0.000,,0.000
01/09/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/10/15,UDEM16_VS,0,0.000,0.000,0.000,,0.000
01/10/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/11/15,UDEM16_VS,17,8.891,0.523,0.523,0.523,0.523
01/11/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/12/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/12/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/13/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/13/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/14/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/14/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/15/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/15/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/16/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/16/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/17/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/17/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/18/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/18/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/19/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/19/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/20/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/20/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/21/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/21/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/22/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/22/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/23/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/23/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/24/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/24/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/25/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/25/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/26/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/26/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/26/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/26/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/27/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/27/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/28/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/28/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/29/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/29/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/30/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/30/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
01/31/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
01/31/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/01/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/01/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/02/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
